X,Z,reason,context,removed,added,tier,size,sleepers
-390,405,junk,commercial,remnant_commercial_strip_03,xcpv_Uptown_Strip_01_LuzipherMST,4,42x42,1
-381,3159,junk,downtown,remnant_downtown_filler_24,xcpv_Donut_Shop_Bigstep70,1,25x25,1
-381,3184,junk,downtown,remnant_downtown_filler_20,xcpv_Design_Firm_EvilRacc0on,2,25x25,1
-378,1174,junk,industrial,lot_industrial_15,xcpv_Game_Shop_Talladaye,1,25x25,1
-372,3229,junk,downtown,remnant_downtown_filler_22,xcpv_Dentist_Vittles,1,25x25,1
-371,721,junk,downtown,remnant_downtown_filler_29,xcpv_Hostel_BYM1X,1,25x25,1
-371,746,junk,downtown,remnant_downtown_filler_02,xcpv_Frat_House_EvilRacc0on,1,25x25,1
-371,790,junk,downtown,remnant_downtown_filler_20,xcpv_Chemical_Lot_TFP,1,25x25,1
-346,943,junk,commercial,remnant_waste_16,xcpv_Convenience_Store_Guppycur,4,60x60,1
-345,1154,redundant,commercial,commercial_strip_03,xcpv_Pet_Shop_Libby,5,60x60,1
-344,2379,junk,residential,remnant_house_14,xcpv_House_04_Infected_Gaming,2,42x42,1
-339,252,junk,wilderness,wilderness_filler_19,xcpv_Cave_07_Fluffy_Panda,0,25x25,1
-338,3009,junk,wilderness,remnant_skyscraper_02,xcpv_Army_D_1_Zyncosa,5,60x60,1
-336,3069,junk,wilderness,remnant_skyscraper_01,xcpv_Army_Camp_Universal,1,60x60,1
-336,3171,junk,wilderness,remnant_skyscraper_03,xcpv_Army_D_3_Zyncosa,3,60x60,1
-335,569,junk,commercial,remnant_commercial_strip_05,xcpv_Working_Stiffs_InfectedGaming,1,42x42,1
-326,2548,junk,residential,remnant_house_15,xcpv_House_04_Curbolt,2,42x42,1
-325,2608,junk,residential,remnant_house_06,xcpv_House_03_Oscerc,2,42x42,1
-323,1387,redundant,residential,park_01,xcpv_Posh_House_Zeebark,3,42x42,1
-323,2437,junk,residential,remnant_house_13,xcpv_House_04_ZZTong,2,42x42,1
-301,855,junk,commercial,remnant_waste_18,xcpv_City_Square_TheStainGaming,3,60x60,1
-300,1329,redundant,residential,house_old_victorian_11,xcpv_Park_Bunker_Xan,4,42x42,1
-300,2379,junk,residential,remnant_house_10,xcpv_House_05_Dest_Zyncosa,2,42x42,1
-257,705,redundant,commercial,apartments_02,xcpv_Office_Stallionsden,5,60x60,1
-257,1199,redundant,commercial,hotel_01,xcpv_Parking_KillerBee,2,60x60,1
-257,2548,junk,residential,remnant_house_16,xcpv_House_03_ZZTong,1,42x42,1
-257,2608,redundant,residential,house_old_victorian_11,xcpv_Orb_House_InfectedGaming,2,42x42,1
-256,1005,redundant,commercial,office_06,xcpv_Park_Guppycur,0,60x60,1
-256,1093,junk,commercial,remnant_business_02,xcpv_Courthouse_Stallionsden,5,60x60,1
-247,-57,junk,wilderness,remnant_downtown_filler_26,xcpv_Shack_TallmanBrad,0,25x25,1
-246,-115,redundant,wilderness,fastfood_06,xcpv_Landscaper_01_ZZTong,1,42x42,1
-240,855,junk,commercial,remnant_waste_17,xcpv_Strip_Club_Wsiegel,2,42x42,1
-240,1387,redundant,residential,house_old_victorian_09,xcpv_Playground_KillerBee,1,42x42,1
-240,2379,junk,residential,remnant_house_modern_01,xcpv_House_04_Kam,1,42x42,1
-240,2437,junk,residential,remnant_house_08,xcpv_House_05_Kam,2,42x42,1
-201,-184,redundant,wilderness,apartments_02,xcpv_Fables_01_Fluffy_Panda,2,60x60,1
-196,554,junk,commercial,remnant_gas_station_01,xcpv_Zbar_Zeebark,3,42x42,1
-191,1418,junk,industrial,lot_industrial_11,xcpv_DMV_Satellite_Vittles,1,25x25,1
-188,2379,junk,residential,remnant_house_03,xcpv_House_09_Dest_Zyncosa,1,42x42,1
-188,2437,junk,residential,remnant_house_02,xcpv_House_09_Zyncosa,2,42x42,1
-188,2529,junk,residential,remnant_house_05,xcpv_House_05_ZZTong,3,42x42,1
-188,2587,junk,residential,remnant_house_04,xcpv_House_07_Curbolt,1,42x42,1
-185,713,junk,commercial,remnant_waste_02,xcpv_Zden_Nightclub_Zeebark,3,42x42,1
-177,1357,junk,industrial,remnant_waste_06,xcpv_Church_Guppycur,1,42x42,1
-176,1161,junk,industrial,lot_industrial_20,xcpv_Bike_BB_Zeebark,1,25x25,1
-138,2374,junk,residential,remnant_house_06,xcpv_House_10_Oscerc,2,42x42,1
-138,2524,junk,residential,remnant_house_09,xcpv_House_05_Nodabba,2,42x42,1
-138,2592,junk,residential,remnant_house_11,xcpv_House_05_Zyncosa,2,42x42,1
-136,1264,junk,industrial,lot_industrial_13,xcpv_Appliance_Store_Deverezieaux,3,25x25,1
-131,2676,junk,wilderness,remnant_library_02,xcpv_Army_3_Zyncosa,4,60x60,1
-125,1428,junk,industrial,lot_industrial_21,xcpv_Fun_House_TheGamerMama,2,25x25,1
-113,1456,junk,residential,remnant_burnt_01,xcpv_House_10_Zyncosa,1,42x42,1
-98,-1224,junk,wilderness,lot_industrial_11,xcpv_Military_Dumpsite_01_Weazelsun,0,25x25,1
-96,2408,redundant,residential,house_old_victorian_11,xcpv_Park_Bostonlondon,0,42x42,1
-96,2558,redundant,residential,house_old_victorian_09,xcpv_Pantile_House_TopMinder,3,42x42,1
-93,-1159,junk,wilderness,lot_industrial_09,xcpv_Field_Coffee_01_ZZTong,0,25x25,1
-93,-1134,junk,wilderness,lot_industrial_09,xcpv_Mass_Grave_01_ZZTong,0,25x25,1
-90,1386,redundant,industrial,warehouse_08,xcpv_Koroleva_Armstrong794,5,42x42,1
-79,-856,junk,wilderness,wilderness_filler_15,xcpv_Site_1_AndyRed,0,25x25,1
-73,-1224,redundant,wilderness,utility_refinery_01,xcpv_Cave_1_Dest_Zyncosa,0,42x42,1
-71,1347,junk,industrial,lot_industrial_12,xcpv_Castle_Chips_Arramus,2,25x25,1
-67,-1455,junk,wilderness,remnant_business_03,xcpv_Adot_01_ZZTong,1,42x42,1
-47,-960,junk,wilderness,wilderness_filler_19,xcpv_Field_Animals_01_ZZTong,0,25x25,1
-45,916,redundant,commercial,fastfood_07,xcpv_Bear_Head_Grill_TheGamerMama,2,42x42,1
-45,959,junk,commercial,remnant_waste_03,xcpv_Zee_Hardware_Zeebark,2,42x42,1
-39,-1092,redundant,wilderness,utility_celltower_01,xcpv_Potatofield_Oscerc,0,25x25,0
-33,-831,junk,wilderness,wilderness_filler_02,xcpv_Store_XS_19_ZZTong,2,25x25,1
-30,-1221,junk,wilderness,lot_industrial_07,xcpv_L4D_Tower_CraterCreator,0,25x25,1
-30,-1196,junk,wilderness,lot_industrial_07,xcpv_Lot_for_Sale_Zeebark,0,25x25,0
-26,1062,junk,residential,remnant_house_09,xcpv_House_OctoberFire,2,42x42,1
-21,1260,junk,residential,remnant_burnt_10,xcpv_House_LazyTurtle89,3,42x42,1
-1,-407,junk,commercial,remnant_waste_16,xcpv_Cheer_Dance_Gym_01_ZZTong,2,60x60,1
10,-858,junk,wilderness,wilderness_filler_03,xcpv_Mine_Dest_Zyncosa,1,25x25,1
12,1474,junk,residential,remnant_house_11,xcpv_House_12_Zyncosa,1,42x42,1
12,1542,junk,residential,remnant_house_09,xcpv_House_Atomic_01_Voltralux,1,42x42,1
19,-1104,junk,wilderness,lot_industrial_04,xcpv_House_Shanty_01_Svarii,0,25x25,1
19,-1079,junk,wilderness,lot_industrial_05,xcpv_Hunters_Rest_EvilRacc0on,0,25x25,1
21,362,redundant,wilderness,utility_celltower_01,xcpv_Field_Cotton_01_ZZTong,0,25x25,1
27,607,redundant,wilderness,park_01,xcpv_Farm_House_LazyTurtle89,2,42x42,1
37,1156,junk,residential,remnant_house_02,xcpv_House_Libby,5,42x42,1
37,1260,redundant,residential,house_modern_26,xcpv_Rext_Boyhood_Home_FNS,1,42x42,1
39,1329,junk,residential,remnant_burnt_09,xcpv_House_Green_Oscerc,1,42x42,1
44,-1104,redundant,wilderness,utility_electric_co_02,xcpv_Coronado_Silo_Slaan,3,60x60,1
44,-495,junk,commercial,remnant_business_02,xcpv_Casino_VoltraLux,5,60x60,1
47,865,junk,commercial,remnant_waste_04,xcpv_Zombie_Buster_Wendictive,4,42x42,1
49,-1240,junk,wilderness,lot_industrial_07,xcpv_Hestias_Hot_Spring_FNS,0,25x25,1
52,-828,junk,wilderness,wilderness_filler_04,xcpv_Field_Chickens_01_ZZTong,0,25x25,1
54,1508,junk,residential,remnant_house_12,xcpv_House_Games_n_Grumble,1,42x42,1
93,1638,junk,wilderness,wilderness_filler_10,xcpv_Watch_Tower_1_Fleshus,2,25x25,1
104,-707,redundant,commercial,office_06,xcpv_LittleAsia_Onsen_Wraith_Arramus,3,60x60,1
106,3254,junk,commercial,remnant_business_02,xcpv_City_09_Stallionsden,2,60x60,1
106,3361,junk,commercial,remnant_carwash_01,xcpv_Town_Hall_Guppycur,2,42x42,1
113,3117,junk,commercial,remnant_commercial_strip_05,xcpv_TFP_Warehouse_01_ZZTong,2,42x42,1
113,3159,junk,commercial,remnant_gas_station_01,xcpv_TFP_Skyscraper_02_ZZTong,5,42x42,1
113,3201,junk,commercial,remnant_commercial_strip_04,xcpv_Tank_Garage_LuckyStar,2,42x42,1
118,1216,junk,wilderness,wilderness_filler_14,xcpv_Angel_Home_Cerberus,1,25x25,1
126,984,junk,wilderness,wilderness_filler_12,xcpv_Wilderness_Filler_01_ZZTong,0,25x25,1
145,-825,junk,wilderness,wilderness_filler_04,xcpv_Small_Bunker_InfectedGaming,2,25x25,1
194,3255,redundant,commercial,office_06,xcpv_McDowells_Laz_Man,2,60x60,1
202,3420,redundant,wilderness,downtown_filler_park_02,xcpv_Field_Mushroom_01_ZZTong,0,25x25,1
210,3361,junk,commercial,remnant_business_05,xcpv_Train_Station_Riahsaurus_Rex,1,42x42,1
211,-390,redundant,commercial,office_01,xcpv_Store_Mexico664,2,42x42,1
241,-1435,junk,wilderness,remnant_coffee_shop_03,xcpv_Site_4_AndyRed,0,25x25,0
254,3043,redundant,commercial,store_autoparts_01,xcpv_LittleAsia_Town_Marino,5,60x60,1
254,3194,redundant,commercial,hotel_01,xcpv_Needle_Restaurant_VoltraLux,2,60x60,1
254,3342,redundant,commercial,commercial_strip_03,xcpv_Neptunes_VoltraLux,4,60x60,1
256,2955,junk,commercial,remnant_waste_01,xcpv_Toad_Frog_Arramus,2,42x42,1
294,-3278,junk,wilderness,remnant_oldwest_01,xcpv_Cave_07_Fluffy_Panda,0,25x25,1
299,2955,junk,commercial,remnant_waste_16,xcpv_City_04_Stallionsden,2,60x60,1
319,-3484,junk,wilderness,remnant_oldwest_09,xcpv_Cave_03_Fluffy_Panda,0,25x25,1
329,3413,redundant,wilderness,parking_garage_02,xcpv_Car_Wash_01_ZZTong,1,42x42,1
342,3044,junk,commercial,remnant_waste_18,xcpv_City_03_Stallionsden,3,60x60,1
353,-2415,junk,wilderness,remnant_coffee_shop_01,xcpv_Electrical_Substation_01_ZZTong,0,25x25,1
353,3115,junk,commercial,remnant_burnt_08,xcpv_Truck_Stop_2_Stallionsden,1,42x42,1
353,3157,junk,commercial,remnant_waste_02,xcpv_US_Army_Base_TheStainGaming,3,42x42,1
354,-3364,junk,wilderness,remnant_oldwest_08,xcpv_Cave_02_Fluffy_Panda,0,25x25,1
360,2955,junk,commercial,remnant_commercial_strip_03,xcpv_Toms_Electronics_HuskyJ1821,2,42x42,1
361,3256,redundant,commercial,parking_lot_02,xcpv_Bike_Shop_War3zuk,2,42x42,1
391,2817,junk,wilderness,wilderness_filler_21,xcpv_Studio_01_ZZTong,0,25x25,1
397,-2611,redundant,wilderness,utility_celltower_01,xcpv_TFP_Ranger_Station_01_ZZTong,1,25x25,1
410,2792,junk,wilderness,wilderness_filler_19,xcpv_Trailer_01_ZZTong,2,25x25,1
454,3007,junk,wilderness,wilderness_filler_02,xcpv_TFP_Ranger_Station_01_ZZTong,1,25x25,1
473,3105,junk,wilderness,remnant_hospital_01,xcpv_Coronado_Field_Slaan,1,60x60,1
551,-1717,junk,wilderness,lot_vacant_07,xcpv_Field_Pumpkin_01_ZZTong,0,25x25,1
557,446,junk,industrial,remnant_burnt_05,xcpv_Busty_Beers_Strip_Club_AndyRed,2,42x42,1
569,314,junk,industrial,lot_industrial_18,xcpv_Store_Joel_Diegar,1,25x25,1
573,345,junk,industrial,remnant_waste_08,xcpv_Business_Strip_Deverezieaux,5,42x42,1
574,411,junk,industrial,lot_industrial_19,xcpv_Store_XS_05_ZZTong,1,25x25,1
589,-3262,junk,wilderness,remnant_oldwest_01,xcpv_Cave_04_Fluffy_Panda,0,25x25,1
614,514,junk,industrial,lot_industrial_15,xcpv_Store_XS_02_ZZTong,1,25x25,1
617,-3289,junk,wilderness,wilderness_filler_03,xcpv_Tank_Mackenziix,0,25x25,1
623,2019,junk,wilderness,wilderness_filler_12,xcpv_Army_Point_Kopfgeldjaeger,1,25x25,1
645,341,junk,industrial,remnant_waste_06,xcpv_Bus_Terminal_4_TheStainGaming,3,42x42,1
645,493,redundant,industrial,parking_lot_03,xcpv_Multi_Storey_War3zuk,2,42x42,1
646,-3461,junk,wilderness,remnant_oldwest_01,xcpv_Cave_06_Fluffy_Panda,0,25x25,1
651,-82,junk,wilderness,wilderness_filler_15,xcpv_Small_Hive_FNS,4,25x25,1
666,-3271,junk,wilderness,remnant_oldwest_07,xcpv_Cave_01_Fluffy_Panda,0,25x25,1
672,274,junk,industrial,lot_industrial_16,xcpv_Store_Hugh_Diegar,2,25x25,1
678,105,junk,industrial,lot_industrial_17,xcpv_Subday_Swolk,1,25x25,1
691,-3271,junk,wilderness,remnant_oldwest_04,xcpv_Cabin_04_Stallionsden,1,25x25,1
704,105,redundant,industrial,utility_electric_co_02,xcpv_Little_Shamway_Mexico666,3,60x60,1
704,296,junk,downtown,rubble_downtown_filler_21,xcpv_Hot_Spot_Shema,2,25x25,1
704,812,redundant,commercial,office_05,xcpv_Skyscraper_Peppino,4,42x42,1
705,494,junk,commercial,remnant_waste_18,xcpv_Big_Blue_Box_AndyRed,3,60x60,1
705,1695,junk,industrial,remnant_burnt_06,xcpv_Book_Stop_WillyBilly,1,42x42,1
706,554,junk,commercial,remnant_business_02,xcpv_Brownstones_House_Laz_Man,2,60x60,1
706,661,junk,commercial,remnant_commercial_strip_03,xcpv_TFP_Mini_Mart_Voltralux,1,42x42,1
707,1796,redundant,industrial,parking_lot_02,xcpv_Strip_Mall_01_ZZTong,2,42x42,1
714,198,redundant,industrial,utility_electric_co_01,xcpv_Multi_Store_ANT,3,42x42,1
724,1761,junk,industrial,lot_industrial_13,xcpv_Lot_Vacant_07_EvilRacc0on,1,25x25,1
727,56,redundant,wilderness,fire_station_02,xcpv_Mine_NAGG_DaphyDuck91,2,42x42,1
729,856,redundant,residential,house_old_victorian_11,xcpv_Modern_House_Mute,1,42x42,1
732,1468,junk,industrial,remnant_industrial_large_01,xcpv_Amazonia_WareHouse_InfectedGaming,5,100x100,1
732,1639,junk,industrial,remnant_waste_06,xcpv_Bills_Theodryck,2,42x42,1
746,254,redundant,downtown,downtown_filler_09,xcpv_Billboard_OctoberFire,0,25x25,1
747,1604,junk,industrial,lot_industrial_14,xcpv_Military_Installation_Zyncosa,0,25x25,1
749,643,junk,commercial,remnant_waste_16,xcpv_Business_01_Stallionsden,5,60x60,1
757,1693,junk,industrial,remnant_waste_08,xcpv_Book_Store_InfectedGaming,1,42x42,1
759,-43,junk,wilderness,lot_industrial_18,xcpv_Cave_01_Fluffy_Panda,0,25x25,1
763,-3465,junk,wilderness,remnant_oldwest_01,xcpv_Cave_05_Fluffy_Panda,0,25x25,1
764,1864,junk,industrial,lot_industrial_18,xcpv_Lot_Vacant_08_Evilracc0on,1,25x25,1
786,1606,redundant,industrial,remnant_waste_05,xcpv_Warehouse_Medical_01_Deverezieaux,3,42x42,1
787,255,junk,downtown,rubble_downtown_filler_20,xcpv_Haulier_md_Limodor,1,25x25,1
787,379,redundant,downtown,downtown_filler_11,xcpv_Cyber_Cafe_Vittles,1,25x25,1
787,939,redundant,residential,house_old_victorian_07,xcpv_Modern_House_Silencer,1,42x42,1
791,1771,redundant,industrial,parking_lot_03,xcpv_Bank_Guppycur,3,42x42,1
793,494,redundant,commercial,store_autoparts_01,xcpv_LittleAsia_Miniature_Town_Mogi,1,60x60,1
794,105,junk,industrial,remnant_waste_15,xcpv_Drive_In_Movie_01_ZZTong,1,60x60,1
795,1843,redundant,industrial,utility_refinery_01,xcpv_Apartments_Batman,4,42x42,1
812,379,redundant,downtown,downtown_filler_07,xcpv_Design_Firm_EvilRacc0on,2,25x25,1
812,705,junk,commercial,remnant_gas_station_01,xcpv_TFP_Prison_01_ZZTong,2,42x42,1
812,770,redundant,commercial,office_04,xcpv_Store_Jen_Diegar,2,42x42,1
812,812,junk,commercial,remnant_commercial_strip_05,xcpv_TFP_Police_Station_01_ZZTong,2,42x42,1
813,-1769,junk,wilderness,wilderness_filler_04,xcpv_Rural_Filler_01_ZZTong,0,25x25,1
816,70,junk,wilderness,lot_industrial_02,xcpv_Rural_Filler_06_ZZTong,0,25x25,0
818,1724,junk,industrial,lot_industrial_15,xcpv_Haulier_md_Limodor,1,25x25,1
823,-29,junk,wilderness,lot_industrial_01,xcpv_Rural_Filler_05_ZZTong,0,25x25,1
823,-2,junk,wilderness,lot_industrial_04,xcpv_Military_Dumpsite_02_Weazelsun,0,25x25,1
827,272,junk,downtown,rubble_downtown_filler_22,xcpv_Junkyard_WillyBilly,0,25x25,1
828,1578,junk,industrial,lot_industrial_16,xcpv_Gamers_Cafe_Mute,2,25x25,1
828,1658,junk,industrial,lot_industrial_17,xcpv_Junkyard_WillyBilly,0,25x25,1
854,190,redundant,downtown,downtown_filler_24,xcpv_Citizens_Advice_Office_Arramus,1,25x25,1
854,404,redundant,commercial,post_office_02,xcpv_Apartment_Gertle,5,42x42,1
854,512,redundant,commercial,parking_lot_02,xcpv_Hicks_Diner_WillyBilly,2,42x42,1
854,722,junk,downtown,remnant_downtown_filler_05,xcpv_Lumber_Mill_IceJudge,0,25x25,1
854,769,junk,downtown,remnant_downtown_filler_06,xcpv_Massage_Parlour_Stallionsden,4,25x25,1
854,794,junk,downtown,remnant_downtown_filler_24,xcpv_LittleAsia_filler_01_TFP,0,25x25,1
854,828,junk,downtown,remnant_downtown_filler_28,xcpv_Kindergarden_Oscerc,1,25x25,1
854,2654,redundant,commercial,funeral_home_01,xcpv_Lakeside_Lodge_Kam,5,42x42,1
854,2761,junk,commercial,remnant_commercial_strip_05,xcpv_Supermarket_07_Zyncosa,3,42x42,1
855,122,redundant,downtown,parking_garage_03,xcpv_Furniture_Store_NLBlackEagle,5,42x42,1
855,223,junk,downtown,rubble_downtown_filler_11,xcpv_Mirror_Shop_Zeebark,1,25x25,1
855,379,junk,downtown,rubble_downtown_filler_18,xcpv_Military_Installation_Zyncosa,0,25x25,1
855,897,junk,downtown,rubble_downtown_filler_03,xcpv_News_Kiosk_Arramus,0,25x25,1
855,1454,junk,industrial,remnant_waste_15,xcpv_Car_Wash_Shema,2,60x60,1
855,1904,redundant,industrial,warehouse_02,xcpv_Junkyard_InfectedGaming,2,60x60,1
855,1994,redundant,industrial,junkyard_01,xcpv_Jails_R_Us_Zozoman1,5,60x60,1
855,2206,junk,commercial,remnant_carwash_01,xcpv_Subway_3_Braizd,2,42x42,1
855,2310,redundant,commercial,post_office_02,xcpv_Law_Offices_01_ZZTong,1,42x42,1
856,2054,junk,commercial,remnant_waste_18,xcpv_Art_Compound_DMC,3,60x60,1
856,2161,junk,commercial,remnant_business_05,xcpv_Stuff_N_Books_Zeebark,3,42x42,1
857,280,redundant,downtown,downtown_filler_22,xcpv_City_07_Stallionsden,1,25x25,1
863,978,redundant,downtown,post_office_01,xcpv_Camera_Shop_Zeebark,1,25x25,1
863,2451,junk,commercial,remnant_commercial_strip_03,xcpv_Subway_Braizd,3,42x42,1
863,2601,junk,commercial,remnant_commercial_strip_04,xcpv_Supermarket_07_Dest_Zyncosa,2,42x42,1
868,1764,redundant,industrial,warehouse_05,xcpv_L4D_QuikBuy_CraterCreator,0,42x42,1
868,1852,redundant,industrial,industrial_business_08,xcpv_Store_S_04_ZZTong,3,42x42,1
869,1364,junk,industrial,lot_industrial_19,xcpv_Lumber_Mill_IceJudge,0,25x25,1
870,321,redundant,downtown,downtown_strip_12,xcpv_Jail_Sarongas1999_Crazy1,2,42x42,1
871,573,redundant,industrial,lot_vacant_05,xcpv_Utility_Pump_Station_Deverezieaux,2,42x42,1
871,1604,junk,downtown,rubble_downtown_filler_22,xcpv_Park_ShadowEnvy,0,25x25,1
871,2899,junk,wilderness,wilderness_filler_11,xcpv_Bunker_NLBlackEagle,1,25x25,1
873,1395,redundant,industrial,parking_lot_01,xcpv_Bar_Tavern_AshRoc,1,42x42,1
875,645,redundant,industrial,warehouse_04,xcpv_Multi_Storey_2_War3zuk,5,42x42,1
879,704,junk,downtown,remnant_downtown_strip_02,xcpv_Mang_Donalds_PlastikRice,2,42x42,1
879,855,junk,downtown,remnant_downtown_strip_07,xcpv_Medical_Clinic_01_Gtpwr,2,42x42,1
880,922,junk,downtown,remnant_downtown_strip_01,xcpv_Mattress_Store_Ogodno77,2,42x42,1
886,-2812,junk,wilderness,wilderness_filler_17,xcpv_Taylors_Camp_Tdestructinator,1,25x25,1
888,978,junk,downtown,rubble_downtown_filler_01,xcpv_Lot_Vacant_01_ZZTong,0,25x25,1
891,794,junk,downtown,remnant_downtown_filler_29,xcpv_JoJos_JSDoctor,2,25x25,1
892,379,redundant,downtown,downtown_filler_14,xcpv_Book_Case_Octoberfire,2,25x25,1
892,746,junk,downtown,remnant_downtown_filler_01,xcpv_Lot_Vacant_09_EvilRacc0on,1,25x25,1
896,189,redundant,downtown,downtown_filler_31,xcpv_City_05_Stallionsden,1,25x25,1
896,1604,junk,downtown,rubble_downtown_filler_25,xcpv_Pet_Store_TehKarmah,1,25x25,1
896,1728,junk,downtown,remnant_downtown_filler_23,xcpv_Pinocchio_Arramus,1,25x25,1
897,255,junk,downtown,rubble_downtown_filler_19,xcpv_Gamers_Cafe_Mute,2,25x25,1
897,280,redundant,downtown,downtown_filler_13,xcpv_Antenna_BattlePapi,1,25x25,1
899,-1687,junk,wilderness,wilderness_filler_19,xcpv_Angel_Home_Cerberus,1,25x25,1
899,819,junk,downtown,remnant_downtown_filler_27,xcpv_Man_3_EvilRacc0on,3,25x25,1
913,978,junk,downtown,lot_downtown_filler_01,xcpv_Military_Installation_Dest_Zyncosa,0,25x25,1
913,3299,junk,wilderness,wilderness_filler_08,xcpv_Cave_08_Fluffy_Panda,0,25x25,1
916,794,junk,downtown,remnant_downtown_filler_08,xcpv_Lot_Vacant_02_ZZTong,0,25x25,1
917,379,redundant,downtown,downtown_filler_15,xcpv_Cinema_Zeebark,2,25x25,1
919,569,junk,industrial,lot_industrial_20,xcpv_Store_Set_2_Guppycur,2,25x25,1
920,1307,redundant,industrial,lot_vacant_05,xcpv_Car_Dealership_Old_P1ut0nium,1,42x42,1
924,819,junk,downtown,remnant_downtown_filler_26,xcpv_Kick_Flipz_VoltraLux,1,25x25,1
929,-2063,junk,wilderness,lot_vacant_07,xcpv_Forest_1_Killerbunny,1,25x25,1
934,114,redundant,downtown,downtown_filler_25,xcpv_Bakery_Shema,1,25x25,1
936,263,redundant,downtown,parking_garage_02,xcpv_Apartment_01_ZZTong,4,42x42,1
936,319,redundant,downtown,parking_garage_01,xcpv_Gaming_Store_Lunitar,1,42x42,1
937,704,junk,downtown,remnant_downtown_filler_04,xcpv_Lot_Vacant_08_Evilracc0on,1,25x25,1
937,744,junk,downtown,remnant_downtown_filler_07,xcpv_Mikeys_Mines_FNS,1,25x25,1
937,936,junk,downtown,remnant_downtown_strip_06,xcpv_Masonry_01_ZZTong,1,42x42,1
937,1729,junk,downtown,lot_downtown_filler_01,xcpv_Nutz_TehKarmah,1,25x25,1
940,1604,junk,downtown,rubble_downtown_filler_23,xcpv_Pet_Store_Zeebark,1,25x25,1
943,379,junk,downtown,rubble_downtown_filler_17,xcpv_Mouse_House_BattlePapi,1,25x25,1
943,1754,junk,industrial,remnant_business_01,xcpv_Concrete_Plant_Dest_Zyncosa,4,60x60,1
943,2294,junk,commercial,remnant_business_02,xcpv_Bank_Limodor,4,60x60,1
944,2206,junk,commercial,remnant_waste_16,xcpv_Beauty_School_Deverezieaux,3,60x60,1
944,2354,redundant,commercial,office_06,xcpv_LittleAsia_Castle_VitaminE,5,60x60,1
945,1391,redundant,industrial,warehouse_04,xcpv_School_Laz_Man,2,42x42,1
948,1464,junk,industrial,remnant_burnt_05,xcpv_Boxing_Gym_Voltralux,4,42x42,1
948,1552,redundant,industrial,utility_electric_co_01,xcpv_Bar_Bistro_Zeebark,2,42x42,1
948,1914,redundant,industrial,gas_station_03,xcpv_Store_Set_1_Guppycur,2,42x42,1
948,2002,redundant,industrial,warehouse_06,xcpv_Art_Gallery_Wsiegel,1,42x42,1
952,857,junk,downtown,rubble_downtown_filler_04,xcpv_Nerdy_Glasses_Billboard_FNS,0,25x25,1
959,620,redundant,industrial,warehouse_05,xcpv_Apartment_Building_Gouki,4,42x42,1
959,672,junk,industrial,lot_industrial_14,xcpv_Supermarket_04_Dest_Zyncosa,0,25x25,1
961,512,redundant,commercial,parking_lot_01,xcpv_Gas_N_Wash_LuckyStar,2,42x42,1
961,794,junk,downtown,remnant_downtown_strip_03,xcpv_Man_2_EvilRacc0on,5,42x42,1
962,2654,junk,commercial,remnant_gas_station_01,xcpv_Survivor_Shelter_KillerBee,1,42x42,1
972,1324,junk,industrial,lot_industrial_12,xcpv_Lot_Vacant_09_EvilRacc0on,1,25x25,1
977,857,redundant,downtown,downtown_filler_park_05,xcpv_Book_Store_ActiniumTiger,0,25x25,1
977,897,junk,downtown,rubble_downtown_filler_02,xcpv_NoPee_Gass_TehKarmah,1,25x25,1
978,280,redundant,downtown,downtown_filler_12,xcpv_Chippys_Chippy_Zeebark,1,25x25,1
978,379,junk,downtown,rubble_downtown_filler_16,xcpv_Ntt_Hub_01_ZZTong,1,25x25,1
978,710,junk,downtown,remnant_downtown_filler_02,xcpv_Mixed_Use_Vittles,3,25x25,1
979,105,redundant,downtown,downtown_filler_27,xcpv_Park_Azaroth_Svarii,0,25x25,1
979,164,redundant,downtown,downtown_filler_30,xcpv_Park_Bench_InfectedGaming,0,25x25,1
979,743,junk,downtown,remnant_downtown_filler_25,xcpv_Lot_Vacant_07_EvilRacc0on,1,25x25,1
979,936,junk,downtown,remnant_downtown_filler_30,xcpv_Jail_Break_Pizza_Zeebark,2,25x25,1
979,1646,redundant,downtown,bank_02,xcpv_Cornish_Pasty_Shop_Medusa,1,25x25,1
979,1687,redundant,downtown,post_office_01,xcpv_Coffee_Shop_EvilRacc0on,0,25x25,1
988,-2011,junk,wilderness,wilderness_filler_19,xcpv_Field_Blueberry_01_ZZTong,0,25x25,1
994,-1952,junk,wilderness,wilderness_filler_15,xcpv_Farm_House_15_Oscerc,1,25x25,1
1004,896,junk,downtown,remnant_downtown_filler_17,xcpv_L4D_Pavilion_CraterCreator,0,25x25,1
1004,937,junk,downtown,remnant_downtown_strip_05,xcpv_Man_1_EvilRacc0on,5,42x42,1
1004,1346,junk,downtown,rubble_downtown_filler_18,xcpv_Zee_Bliss_Zeebark,2,25x25,1
1004,1387,junk,downtown,remnant_downtown_strip_07,xcpv_LittleAsia_Dojo_RedLotus,2,42x42,1
1004,1643,junk,downtown,remnant_downtown_filler_19,xcpv_Store_XS_06_ZZTong,2,25x25,1
1004,1687,junk,downtown,remnant_downtown_filler_25,xcpv_Store_XS_16_ZZTong,1,25x25,1
1004,1712,junk,downtown,remnant_downtown_filler_29,xcpv_Store_XS_08_ZZTong,1,25x25,1
